#Locus	GC%
loc457886	0.3107
loc846679	0.4865
loc818239	0.5309
loc628431	0.6088
loc837940	0.5667
loc112708	0.4954
loc868481	0.5149
loc338709	0.4551
loc188178	0.4105
loc391607	0.5161
loc837948	0.4857
loc859740	0.4357
loc633740	0.6183
loc633741	0.5475
loc63220	0.5012
loc283814	0.5500
loc767227	0.5316
loc456563	0.5308
loc850652	0.5241
loc877675	0.5541
loc642930	0.5316
loc442167	0.5956
loc705239	0.5092
loc248849	0.4984
loc252366	0.5081
loc478368	0.5927
loc501036	0.5442
loc303837	0.4577
loc806951	0.4708
loc157184	0.4718
loc139268	0.7952
loc845805	0.4658
loc165506	0.5754
loc157188	0.5699
loc714428	0.4188
loc510221	0.5605
loc798222	0.5457
loc94225	0.5823
loc69773	0.4811
loc432100	0.5642
loc292095	0.4918
loc699163	0.5317
loc460543	0.5659
loc311247	0.4452
loc116139	0.5628
loc570985	0.5703
loc231880	0.4655
loc330946	0.4697
loc439970	0.4949
loc316907	0.5212
loc591929	0.4663
loc153761	0.5094
loc672155	0.5353
loc818243	0.4996
loc382428	0.5189
loc872927	0.5298
loc872928	0.4960
loc809512	0.4450
loc486233	0.4427
loc96888	0.5667
loc438640	0.4885
loc130637	0.5223
loc108278	0.4998
loc212642	0.6113
loc59713	0.6265
loc165055	0.4923
loc59715	0.4986
loc664293	0.4644
loc880338	0.5021
loc586166	0.5366
loc138400	0.4290
loc415510	0.4731
loc573552	0.5903
loc279381	0.4616
loc705242	0.5545
loc442175	0.5339
loc877684	0.6248
loc283829	0.5186
loc248853	0.5770
loc54502	0.5781
loc429919	0.5406
loc882986	0.4964
loc600105	0.3974
loc122774	0.5549
loc607970	0.4887
loc786948	0.5805
loc86834	0.4808
loc742877	0.5849
loc410308	0.6474
loc809060	0.5294
loc378900	0.6786
loc134060	0.5543
loc718322	0.6191
loc699171	0.5118
loc169402	0.5896
loc637181	0.5599
loc438199	0.5291
loc477055	0.5198
loc361498	0.5748
loc248395	0.4645
loc691864	0.5209
loc528528	0.4622
loc515908	0.6014
loc451824	0.4746
loc455701	0.4745
loc818259	0.4704
loc112722	0.4985
loc663428	0.5460
loc391620	0.4581
loc564370	0.4529
loc455706	0.4380
loc235787	0.5586
loc338726	0.4157
loc157659	0.4606
loc564373	0.4306
loc207349	0.4655
loc731038	0.5583
loc278521	0.5542
loc381101	0.5249
loc395501	0.4869
loc129225	0.5165
loc837967	0.4398
loc695755	0.6010
loc179460	0.5931
loc809529	0.4269
loc541233	0.6182
loc229152	0.5237
loc296446	0.5071
loc524181	0.4993
loc804313	0.5489
loc202138	0.5400
loc197392	0.4478
loc415523	0.5314
loc532504	0.4711
loc690546	0.4455
loc737572	0.4534
loc694427	0.5366
loc641175	0.6169
loc211323	0.5719
loc724960	0.3624
loc433449	0.6797
loc207808	0.4691
loc525979	0.5657
loc854563	0.4645
loc143729	0.5193
loc99458	0.5088
loc677375	0.4682
loc161647	0.4726
loc133206	0.5598
loc47989	0.5111
loc547781	0.4088
loc451379	0.5308
loc192187	0.5911
loc130193	0.6163
loc208678	0.4545
loc759387	0.5805
loc718332	0.5719
loc55393	0.5281
loc155012	0.5412
loc356199	0.4658
loc69795	0.5054
loc116159	0.5877
loc414206	0.4796
loc771228	0.5312
loc576123	0.2828
loc764694	0.4742
loc460566	0.4956
loc428609	0.5222
loc801763	0.4910
loc591948	0.5543
loc853236	0.3703
loc224403	0.5758
loc818260	0.5724
loc736258	0.4718
loc373702	0.4678
loc515916	0.4909
loc638981	0.4030
loc451834	0.4726
loc287262	0.5364
loc775119	0.5301
loc441311	0.5117
loc125349	0.4274
loc533841	0.5741
loc415078	0.4297
loc496775	0.5715
loc420381	0.5527
loc654701	0.4773
loc369274	0.4701
loc402466	0.5392
loc649406	0.4906
loc251510	0.5529
loc420384	0.5132
loc649408	0.5583
loc798707	0.5920
loc564388	0.5742
loc510710	0.5651
loc685244	0.4906
loc424264	0.5317
loc388980	0.3959
loc120139	0.5080
loc361963	0.4943
loc586184	0.4476
loc121924	0.5000
loc781295	0.4952
loc255404	0.5301
loc138426	0.5164
loc351450	0.5312
loc429935	0.4640
loc429936	0.5206
loc125808	0.5540
loc49225	0.6079
loc195201	0.5412
loc248874	0.4700
loc545139	0.5554
loc482835	0.5812
loc225730	0.5234
loc402924	0.5606
loc726209	0.5075
loc446078	0.5446
loc641188	0.5313
loc724973	0.4774
loc406804	0.5470
loc122799	0.5748
loc85068	0.5102
loc282511	0.5477
loc295133	0.4639
loc844056	0.4175
loc763836	0.5632
loc604015	0.5764
loc178156	0.4699
loc476204	0.4616
loc880818	0.5575
loc202606	0.4329
loc814381	0.3826
loc636337	0.5158
loc391186	0.3916
loc272000	0.4816
loc524654	0.5457
loc809088	0.6233
loc142403	0.4220
loc351912	0.5622
loc822705	0.4838
loc219113	0.5709
loc272006	0.4791
loc81643	0.4899
loc594051	0.4218
loc881686	0.5276
loc71120	0.4707
loc220537	0.4530
loc464455	0.3926
loc203480	0.5441
loc354016	0.5271
loc368418	0.5230
loc871171	0.5407
loc153799	0.5199
loc876830	0.5441
loc836195	0.3876
loc228302	0.4014
loc858917	0.5538
loc794833	0.4946
loc178617	0.5172
loc646390	0.4292
loc628474	0.5862
loc455728	0.4231
loc89416	0.5118
loc798712	0.4020
loc654713	0.4805
loc420394	0.4409
loc102225	0.5516
loc129245	0.5140
loc814842	0.5635
loc356667	0.5544
loc445210	0.5124
loc369288	0.4471
loc187801	0.5263
loc216550	0.3649
loc148948	0.5838
loc282064	0.4788
loc813069	0.5381
loc777785	0.4931
loc450512	0.5136
loc251529	0.3714
loc315616	0.5679
loc701390	0.4632
loc244996	0.4233
loc247091	0.4122
loc715792	0.5171
loc170390	0.4604
loc705270	0.5677
loc443983	0.4815
loc103095	0.5569
loc247096	0.5448
loc662124	0.5368
loc560965	0.5938
loc705274	0.5101
loc610654	0.5120
loc429946	0.4757
loc319505	0.5521
loc577465	0.3069
loc744133	0.5710
loc632450	0.5964
loc744135	0.5462
loc731515	0.4600
loc680049	0.5780
loc81198	0.5077
loc641199	0.5420
loc402938	0.4372
loc256284	0.5911
loc879402	0.5487
loc664780	0.4987
loc879404	0.5060
loc767720	0.4619
loc519360	0.4811
loc858466	0.4863
loc568739	0.4110
loc338297	0.5268
loc215236	0.5280
loc126697	0.6169
loc870305	0.5367
loc785641	0.4714
loc558220	0.5540
loc116173	0.5843
loc103554	0.4736
loc809095	0.6334
loc196088	0.5831
loc867651	0.4195
loc67610	0.5376
loc234944	0.5185
loc134098	0.5589
loc814399	0.4341
loc354023	0.5008
loc556993	0.5151
loc515935	0.4746
loc632916	0.4846
loc559092	0.4454
loc433937	0.4465
loc844521	0.5741
loc418118	0.4541
loc269367	0.5183
loc677856	0.5927
loc386349	0.4918
loc779021	0.5369
loc595859	0.5617
loc697019	0.7004
loc423419	0.5470
loc90844	0.3892
loc129252	0.5644
loc745466	0.5192
loc640321	0.5162
loc182147	0.5799
loc129255	0.5889
loc771704	0.5553
loc649428	0.5086
loc649429	0.4632
loc427306	0.6064
loc406368	0.4358
loc777793	0.5236
loc301224	0.4457
loc173413	0.4984
loc813079	0.5659
loc866335	0.5118
loc704419	0.5814
loc168119	0.4144
loc73797	0.4817
loc382925	0.5867
loc866338	0.5495
loc386802	0.4207
loc443993	0.5524
loc191337	0.3869
loc242805	0.4008
loc305113	0.5307
loc447873	0.5038
loc780902	0.6047
loc808231	0.7004
loc419443	0.5094
loc808237	0.5759
loc406825	0.5045
loc529887	0.4894
loc515487	0.5293
loc115319	0.4950
loc727093	0.3268
loc405049	0.5545
loc455282	0.4312
loc178177	0.5003
loc650396	0.4825
loc740716	0.6019
loc243689	0.4916
loc395081	0.6032
loc377165	0.4764
loc117966	0.4306
loc442675	0.4748
loc524676	0.4494
loc432153	0.5409
loc418120	0.4781
loc418122	0.4605
loc334880	0.4950
loc670002	0.4864
loc645547	0.4398
loc433947	0.4319
loc437824	0.4334
loc857154	0.4918
loc677867	0.5466
loc455742	0.4649
loc291739	0.4860
loc76811	0.4531
loc875073	0.5639
loc468365	0.5002
loc164237	0.3948
loc201304	0.4569
loc617117	0.5726
loc505433	0.4648
loc814863	0.5239
loc704424	0.4841
loc605361	0.4456
loc424296	0.5232
loc381149	0.3901
loc84223	0.5721
loc580137	0.4394
loc849290	0.6414
loc364095	0.4932
loc401162	0.4450
loc429963	0.4486
loc386816	0.4724
loc440020	0.4808
loc386817	0.3419
loc642991	0.4123
loc690589	0.5421
loc68951	0.4962
loc600151	0.4887
loc680065	0.5282
loc260740	0.5162
loc642994	0.5738
loc433488	0.5549
loc627177	0.4645
loc523812	0.5967
loc172100	0.4626
loc844083	0.4840
loc870320	0.5463
loc455293	0.4544
loc753343	0.7339
loc392994	0.5907
loc558241	0.4986
loc251090	0.6122
loc792203	0.4636
loc545623	0.5153
loc183493	0.5392
loc191809	0.4157
loc211820	0.5612
loc286438	0.6476
loc329586	0.5431
loc757234	0.4722
loc156839	0.5946
loc658173	0.5811
loc776936	0.5546
loc319071	0.5893
loc789558	0.5734
loc319074	0.5424
loc698815	0.5459
loc670017	0.5650
loc567437	0.4781
loc878106	0.5038
loc151627	0.4512
loc274693	0.5359
loc753805	0.5718
loc537761	0.6027
loc848430	0.6043
loc800471	0.5231
loc771724	0.4911
loc381152	0.5163
loc120173	0.5093
loc134575	0.5113
loc853734	0.5178
loc141119	0.5449
loc477566	0.4851
loc477567	0.4121
loc354506	0.4620
loc382948	0.4778
loc676552	0.5371
loc584031	0.4231
loc566115	0.5818
loc449135	0.5947
loc164705	0.5797
loc627184	0.5273
loc841990	0.5703
loc628967	0.4996
loc847110	0.5524
loc632485	0.5007
loc277252	0.5770
loc879430	0.4845
loc813555	0.4925
loc406847	0.5301
loc568765	0.5656
loc346640	0.5049
loc605835	0.5048
loc568768	0.4629
loc870332	0.4742
loc527711	0.5153
loc763878	0.5654
loc654290	0.5559
loc870335	0.5976
loc97315	0.5180
loc495945	0.3956
loc792213	0.5630
loc739321	0.5404
loc636379	0.4864
loc707006	0.5957
loc712303	0.5795
loc160361	0.4876
loc835368	0.5553
loc861604	0.5035
loc776944	0.5159
loc485436	0.5332
loc238856	0.5139
loc652104	0.4845
loc528585	0.4574
loc536905	0.4816
loc872991	0.5401
loc373755	0.4782
loc313001	0.3937
loc114018	0.5408
loc277716	0.4209
loc125397	0.5703
loc872994	0.5625
loc652109	0.5711
loc386379	0.5006
loc585364	0.5141
loc201325	0.4964
loc753814	0.5271
loc90876	0.4818
loc462308	0.4164
loc406392	0.4908
loc406393	0.5211
loc363246	0.5026
loc771735	0.6328
loc688316	0.5608
loc459652	0.5368
loc142904	0.3655
loc800486	0.5140
loc688317	0.5543
loc432633	0.4421
loc693615	0.5909
loc464951	0.6475
loc120188	0.4801
loc510766	0.4430
loc121975	0.5379
loc581940	0.4946
loc839713	0.4434
loc273370	0.5256
loc367139	0.5158
loc223139	0.5357
loc385056	0.6145
loc843233	0.4345
loc273375	0.5411
loc614571	0.4284
loc662169	0.4862
loc758578	0.4933
loc653433	0.6609
loc640813	0.5090
loc518537	0.6205
loc505917	0.5183
loc61118	0.6322
loc182639	0.5803
loc640817	0.3907
loc704906	0.5154
loc186522	0.4653
loc215271	0.3518
loc295184	0.5139
loc717528	0.4154
loc767761	0.5622
loc639405	0.5472
loc639406	0.5746
loc623763	0.5616
loc137150	0.4868
loc247591	0.5423
loc117991	0.5221
loc268530	0.4378
loc865048	0.5775
loc137152	0.5429
loc636386	0.5619
loc346658	0.4806
loc545642	0.3895
loc476259	0.5943
loc124534	0.5594
loc636389	0.5840
loc693161	0.4058
loc152978	0.5856
loc336141	0.5191
loc187392	0.5969
loc454905	0.4278
loc237081	0.5162
loc659971	0.4790
loc584507	0.5658
loc874239	0.3973
loc368467	0.4662
loc451892	0.4996
loc645579	0.4838
loc840688	0.5862
loc713183	0.5198
loc178663	0.5698
loc75060	0.6213
loc599773	0.6642
loc441373	0.5202
loc182181	0.5251
loc436078	0.5524
loc505462	0.5027
loc182183	0.5581
loc199606	0.4402
loc350630	0.4520
loc618927	0.5468
loc572759	0.5547
loc505466	0.4837
loc409425	0.3838
loc794889	0.5118
loc640365	0.4892
loc219622	0.5936
loc106160	0.4224
loc169938	0.5523
loc106162	0.4995
loc527271	0.4637
loc510776	0.5750
loc818783	0.5656
loc423910	0.4278
loc385063	0.3783
loc662173	0.5826
loc559593	0.5723
loc164720	0.5158
loc812706	0.4898
loc150322	0.3274
loc344010	0.5977
loc585832	0.4516
loc882103	0.5651
loc505924	0.4952
loc214416	0.4268
loc882105	0.5032
loc666062	0.4664
loc102734	0.4664
loc62907	0.5462
loc259355	0.4021
loc211397	0.5855
loc681886	0.4134
loc834513	0.6432
loc831490	0.5449
loc381634	0.4239
loc405087	0.5967
loc328743	0.4009
loc202661	0.6059
loc106621	0.4391
loc604075	0.5307
loc880877	0.4341
loc852437	0.5016
loc124540	0.4622
loc449610	0.4980
loc385523	0.4823
loc378985	0.5359
loc771294	0.5449
loc740758	0.5538
loc293000	0.4548
loc138945	0.4468
loc657338	0.4459
loc169482	0.4457
loc219170	0.5413
loc142464	0.4956
loc689657	0.5173
loc398149	0.5198
loc336152	0.5600
loc792238	0.4829
loc797900	0.4278
loc726729	0.5377
loc874246	0.5457
loc418161	0.5523
loc309500	0.5759
loc433984	0.4853
loc238876	0.5928
loc92125	0.5287
loc671822	0.4871
loc405546	0.5227
loc783507	0.5175
loc93908	0.4974
loc314804	0.5728
loc133738	0.4754
loc878134	0.5325
loc862491	0.4456
loc359744	0.5167
loc233660	0.5640
loc656013	0.5379
loc544331	0.5654
loc876899	0.5924
loc650899	0.4361
loc640375	0.5289
loc576650	0.5735
loc558735	0.4613
loc377668	0.5513
loc141144	0.5657
loc285146	0.5374
loc711007	0.4643
loc354531	0.5125
loc186084	0.6080
loc730704	0.5272
loc658661	0.4627
loc237553	0.4621
loc853768	0.4799
loc418624	0.5721
loc423922	0.5780
loc287791	0.5201
loc289035	0.4264
loc273393	0.4452
loc683125	0.5358
loc214421	0.5148
loc857657	0.4140
loc726277	0.5390
loc783051	0.6425
loc617619	0.5439
loc394260	0.5191
loc259364	0.5432
loc780958	0.4720
loc779537	0.5259
loc68999	0.4847
loc667854	0.3711
loc277282	0.5705
loc813584	0.5131
loc541774	0.4310
loc625022	0.4472
loc427819	0.4603
loc229691	0.5199
loc172143	0.5542
loc52403	0.5806
loc722845	0.5232
loc568798	0.4876
loc199165	0.5012
loc190061	0.4265
loc625027	0.4888
loc191844	0.5345
loc190065	0.4894
loc449621	0.5127
loc378996	0.5513
loc835392	0.5828
loc138957	0.6093
loc861630	0.3810
loc472840	0.5116
loc169497	0.4824
loc176036	0.4627
loc648612	0.5827
loc351987	0.4607
loc227505	0.5307
loc762571	0.5642
loc597148	0.5361
loc238885	0.5340
loc783513	0.5549
loc698850	0.5930
loc133742	0.5437
loc697073	0.4544
loc554853	0.5135
loc833206	0.4006
loc119711	0.3969
loc553079	0.4458
loc462334	0.5500
loc172606	0.5772
loc350650	0.4976
loc72988	0.3980
loc215755	0.6143
loc123231	0.4820
loc377672	0.4502
loc798782	0.4762
loc656025	0.4058
loc448300	0.4714
loc512026	0.6359
loc89488	0.5529
loc76869	0.4699
loc168172	0.5297
loc855012	0.5384
loc318704	0.5305
loc34032	0.6443
loc183996	0.6536
loc743331	0.4958
loc869416	0.5319
loc869417	0.5158
loc450582	0.4430
loc498542	0.3937
loc341925	0.4920
loc527295	0.4107
loc132424	0.5587
loc368949	0.5247
loc393404	0.4521
loc521218	0.5702
loc88161	0.5000
loc745982	0.5562
loc684918	0.5057
loc720207	0.5174
loc345815	0.5456
loc195285	0.5931
loc543020	0.4346
loc232353	0.4553
loc674401	0.5493
loc88167	0.5600
loc394271	0.6602
loc147693	0.5048
loc544805	0.5979
loc301742	0.4431
loc783069	0.3382
loc271216	0.4750
loc625034	0.4848
loc774331	0.5595
loc58496	0.5342
loc191854	0.4980
loc84734	0.5217
loc145501	0.5706
loc399942	0.5396
loc811403	0.5572
loc158123	0.4346
loc662653	0.4884
loc145507	0.6315
loc399949	0.5958
loc598933	0.4641
loc53282	0.4567
loc368490	0.5268
loc336174	0.5230
loc341471	0.5893
loc499872	0.5186
loc454936	0.5720
loc376811	0.5491
loc273869	0.5018
loc213117	0.3978
loc535162	0.3336
loc783524	0.5332
loc389437	0.4859
loc115837	0.2864
loc549569	0.7039
loc151675	0.4631
loc748555	0.4655
loc716239	0.4890
loc172616	0.5785
loc371600	0.6696
loc803541	0.3933
loc817942	0.4925
loc377684	0.3869
loc48440	0.5154
loc363287	0.4596
loc377687	0.5321
loc853780	0.5813
loc448317	0.4676
loc626362	0.4810
loc613742	0.5529
loc53742	0.5703
loc341933	0.7080
loc658683	0.5782
loc241091	0.4945
loc484156	0.6455
loc100116	0.4112
loc114518	0.4973
loc281730	0.5348
loc262034	0.5053
loc440083	0.4315
loc766931	0.4532
loc436568	0.4661
loc115380	0.4908
loc780974	0.4818
loc830659	0.6414
loc62935	0.5224
loc441868	0.5693
loc666093	0.5606
loc779559	0.5393
loc298242	0.5802
loc685792	0.5491
loc879481	0.4924
loc120686	0.5179
loc704946	0.5086
loc640859	0.4797
loc205714	0.5890
loc806111	0.4984
loc271229	0.5293
loc575358	0.6015
loc500742	0.5967
loc476295	0.5119
loc458379	0.5501
loc803092	0.5021
loc84745	0.4094
loc822792	0.4490
loc404707	0.4581
loc294811	0.5526
loc310941	0.4131
loc254179	0.4747
loc358901	0.5687
loc453163	0.5222
loc449647	0.5572
loc454945	0.5040
loc874274	0.5735
loc627699	0.5271
loc172621	0.6384
loc119731	0.5749
loc774800	0.4848
loc636881	0.5225
loc755106	0.5405
loc657822	0.5656
loc345376	0.5860
loc97825	0.4949
loc769509	0.5384
loc539066	0.5852
loc526446	0.6045
loc565302	0.5150
loc34050	0.5723
loc377697	0.4059
loc83429	0.5544
loc792726	0.4851
loc349262	0.5693
loc869435	0.3721
loc141176	0.3899
loc848497	0.5128
loc711037	0.5919
loc389900	0.5589
loc114520	0.5692
loc665233	0.4743
loc788295	0.4806
loc313510	0.5056
loc368968	0.4802
loc567953	0.4950
loc209152	0.6876
loc587113	0.5617
loc88182	0.5125
loc422179	0.5367
loc780984	0.5991
loc779563	0.4955
loc802231	0.4525
loc394290	0.4923
loc770464	0.5361
loc724111	0.4452
loc738512	0.5557
loc530425	0.3653
loc458383	0.7208
loc466703	0.5042
loc223640	0.5131
loc749895	0.5541
loc630350	0.4632
loc593283	0.3929
loc761731	0.4787
loc470224	0.6485
loc186577	0.6027
loc191873	0.4024
loc774353	0.5811
loc66837	0.4376
